Unnamed: 0,passage,question,question_type,input_lang,target
5275,Sandra grabbed the milk. Sandra dropped the milk there. Sandra took the milk. Mary grabbed the apple. Sandra moved to the bedroom. Mary left the apple. Sandra discarded the milk. Sandra picked up the milk. Daniel went back to the garden. John went to the bathroom. Sandra left the milk. Sandra took the milk there. Mary journeyed to the bathroom. Sandra discarded the milk. Sandra grabbed the milk. Mary got the football. Daniel moved to the hallway. Daniel travelled to the bedroom. Mary put down the football. Mary took the football there. Mary travelled to the office. John journeyed to the office. John travelled to the hallway. John moved to the office. Sandra put down the milk. Mary discarded the football. John travelled to the hallway. Mary journeyed to the garden. Daniel got the milk. Sandra went to the office. Daniel went to the kitchen. Daniel went back to the garden. Mary journeyed to the hallway. Daniel travelled to the office. Sandra took the football there. Mary went back to the office. Sandra went to the bathroom. Daniel moved to the bathroom. Sandra left the football. Daniel grabbed the football. John went back to the garden. Sandra went back to the office. Mary moved to the bathroom. Daniel discarded the milk there. Daniel put down the football. Mary picked up the milk. Mary went to the office. John moved to the bedroom. Sandra journeyed to the garden. Sandra moved to the kitchen. Daniel took the football there. Mary went to the bedroom. Daniel left the football. John went to the office. Mary dropped the milk. Daniel grabbed the football. Sandra moved to the bedroom. Mary journeyed to the kitchen. Daniel travelled to the garden. Mary went back to the bedroom. Mary moved to the garden. Sandra went back to the garden. Sandra travelled to the hallway. Sandra travelled to the garden. Daniel discarded the football. Mary grabbed the football. Mary went back to the bedroom. Mary put down the football there. Mary moved to the kitchen. John went back to the kitchen. Mary got the apple there. Daniel moved to the hallway. Mary went to the garden. Daniel went back to the office. Mary dropped the apple. John moved to the garden. Sandra grabbed the apple there. Sandra moved to the bedroom. Sandra grabbed the milk. Sandra went to the bathroom.,Where was the apple before the bathroom?,qa3,en,bedroom
5276,Sandra went back to the hallway. Mary got the milk. Daniel travelled to the garden. Daniel got the apple. John went back to the hallway. Mary went back to the office. Daniel journeyed to the hallway. Daniel went back to the bathroom. Daniel travelled to the hallway. Mary journeyed to the bathroom. Daniel dropped the apple. Sandra travelled to the bathroom.,Where was the apple before the hallway?,qa3,en,bathroom
5277,John journeyed to the kitchen. Sandra went back to the hallway. Sandra moved to the bathroom. Daniel took the apple. Mary moved to the hallway. Sandra picked up the milk there. Mary went back to the office. Daniel travelled to the bathroom. Sandra went back to the garden. Sandra journeyed to the office. Sandra dropped the milk. Daniel discarded the apple there. John journeyed to the bathroom. Daniel took the apple. Sandra took the milk. Daniel went back to the bedroom. Daniel put down the apple. Sandra picked up the football. John moved to the garden. Mary moved to the garden. Mary moved to the hallway. Daniel picked up the apple there. Daniel put down the apple. John went back to the hallway. John travelled to the bathroom. Daniel journeyed to the bathroom. Sandra dropped the milk there. Sandra got the milk. John went back to the bedroom. John went back to the bathroom. Sandra dropped the milk. Daniel went back to the office. Mary moved to the office. Sandra discarded the football. Mary went to the garden. Daniel went to the garden. Sandra got the football. John went back to the kitchen. Mary moved to the hallway. Sandra put down the football. John went to the garden. Sandra took the milk there. John travelled to the kitchen. Sandra travelled to the hallway. Daniel went to the hallway. Sandra left the milk there. Daniel grabbed the milk. Sandra travelled to the bedroom. Mary moved to the bedroom. Mary took the apple. Daniel left the milk. Mary put down the apple there. Mary went back to the garden. Sandra got the apple. Mary travelled to the kitchen. Daniel took the milk. Daniel put down the milk there. Sandra went back to the kitchen. Daniel went back to the garden. Sandra dropped the apple. John moved to the bathroom. Mary got the apple. Daniel moved to the hallway. Daniel journeyed to the garden. Mary travelled to the hallway. Mary picked up the milk. Mary journeyed to the bedroom. Sandra moved to the garden. John travelled to the garden. Mary discarded the apple. John travelled to the office. Mary took the apple. Mary dropped the apple. Sandra went back to the kitchen. Mary grabbed the apple. Sandra journeyed to the bedroom. Daniel journeyed to the kitchen. Mary moved to the garden. John took the football. John discarded the football. Mary travelled to the hallway. Sandra went to the office. Mary moved to the bedroom. John picked up the football. Sandra moved to the bedroom. Sandra moved to the hallway. John travelled to the kitchen. Mary went back to the kitchen. Sandra went back to the bathroom. Sandra travelled to the office. Daniel went back to the bathroom. John dropped the football there. Mary travelled to the garden. Sandra journeyed to the kitchen. John got the football. Sandra moved to the garden. Daniel went to the garden. John left the football. Mary left the milk. Daniel moved to the kitchen.,Where was the milk before the kitchen?,qa3,en,bedroom
5278,Mary moved to the bedroom. Daniel grabbed the milk. John went back to the office. John went to the hallway. John picked up the apple. Daniel journeyed to the bathroom. John put down the apple. Mary moved to the kitchen. Daniel put down the milk there. Daniel travelled to the kitchen. John journeyed to the kitchen. Sandra travelled to the bedroom. Mary went to the bedroom. John journeyed to the bathroom. Daniel went to the garden. John grabbed the milk there. John went back to the kitchen. Mary went back to the bathroom. Mary went back to the hallway. Mary moved to the garden. Mary journeyed to the hallway. Mary went to the garden. Daniel went to the kitchen. John discarded the milk there. Daniel went back to the hallway. Mary went to the kitchen. Mary picked up the milk. Sandra travelled to the office. John travelled to the bedroom. John moved to the office. Daniel grabbed the apple there. Daniel put down the apple. Mary journeyed to the garden. Mary went to the office. Mary put down the milk. Daniel got the apple. Daniel discarded the apple. Daniel picked up the apple. Mary grabbed the football. Mary journeyed to the garden. John travelled to the bathroom. Daniel went back to the bathroom. Mary dropped the football there. Sandra moved to the kitchen. Sandra went back to the garden. Mary picked up the football. Mary moved to the bathroom. Daniel left the apple. John moved to the hallway. Sandra went to the hallway. Mary left the football. Daniel got the football. Mary picked up the apple. Mary dropped the apple. Mary went back to the bedroom. Daniel travelled to the bedroom. Daniel left the football. Sandra moved to the garden. Mary got the football. Mary dropped the football. Mary went back to the garden. Daniel grabbed the football. Sandra went to the bathroom. Daniel put down the football. John moved to the kitchen. Sandra grabbed the apple. Sandra dropped the apple. Mary moved to the bathroom. Sandra took the apple. Daniel took the football. Mary moved to the kitchen. Mary travelled to the garden. Mary went to the bathroom. Daniel journeyed to the hallway. Mary went to the bedroom. Sandra journeyed to the garden. Mary went back to the bathroom. Daniel discarded the football there. Sandra journeyed to the kitchen. Daniel picked up the football. Mary went to the bedroom. Sandra left the apple. Daniel dropped the football. Sandra got the apple. Sandra put down the apple there. John moved to the garden. Daniel moved to the office. Sandra got the apple. Daniel took the milk. Sandra discarded the apple. John moved to the hallway. Sandra went back to the office. Daniel left the milk. John picked up the football. Mary travelled to the kitchen. John went to the bathroom. Mary travelled to the bathroom. John left the football. Sandra got the milk. John went to the bedroom. Daniel journeyed to the bathroom. Daniel moved to the garden. Mary picked up the football. Sandra discarded the milk. Sandra went to the bedroom. Daniel travelled to the bathroom. John went to the garden. John travelled to the kitchen. Mary moved to the office. Mary went to the kitchen. Mary picked up the apple. Sandra moved to the office. Sandra moved to the bathroom. Mary journeyed to the bedroom. Daniel journeyed to the kitchen. Mary journeyed to the bathroom. Sandra travelled to the bedroom. Daniel went back to the office. Mary moved to the hallway. John journeyed to the bathroom. Sandra went back to the kitchen. Sandra went back to the office. Daniel grabbed the milk. Daniel put down the milk. Mary discarded the apple there. Daniel went to the bathroom. Sandra moved to the garden. John moved to the garden.,Where was the apple before the hallway?,qa3,en,bathroom
5279,John grabbed the football. Daniel went to the bedroom. John dropped the football. Daniel got the apple. Daniel dropped the apple there. John travelled to the hallway. Mary picked up the football. Mary put down the football. Daniel got the apple. Sandra grabbed the milk. Daniel went back to the bathroom. Mary went back to the kitchen. Daniel dropped the apple. John travelled to the garden. Sandra left the milk. Mary went back to the garden. Sandra picked up the milk there. John went back to the kitchen. Mary travelled to the bathroom. Mary travelled to the office. Sandra discarded the milk. Sandra got the milk. Daniel got the apple. Daniel went back to the kitchen. John moved to the bedroom. Daniel moved to the bathroom. Sandra dropped the milk there. Daniel dropped the apple there.,Where was the apple before the bathroom?,qa3,en,kitchen
5280,Sandra went to the office. John travelled to the bedroom. John got the apple. Sandra travelled to the kitchen. Sandra journeyed to the bathroom. John put down the apple. Sandra went back to the bedroom. Mary moved to the bedroom. Daniel travelled to the hallway. Mary took the apple. Daniel travelled to the garden. John went back to the bathroom. John moved to the hallway. John journeyed to the garden. Mary left the apple. Sandra travelled to the hallway. Sandra went to the bedroom. Sandra went back to the office. Daniel journeyed to the bathroom. Mary travelled to the bathroom. Daniel moved to the bedroom. Sandra journeyed to the hallway. Mary moved to the hallway. Mary travelled to the bathroom. Daniel grabbed the apple. Daniel moved to the bathroom. Daniel left the apple. John went back to the hallway. Mary picked up the apple. Mary dropped the apple there. Daniel took the apple. Daniel dropped the apple. Daniel picked up the apple. Daniel went back to the bedroom. Mary journeyed to the office. Sandra went to the kitchen. Mary went to the kitchen. Daniel left the apple there. Daniel got the apple. Mary went back to the hallway. John travelled to the garden. Daniel discarded the apple. Daniel journeyed to the kitchen. Daniel moved to the hallway. John journeyed to the office. Sandra travelled to the bathroom. Daniel moved to the bedroom. John went to the bedroom. John picked up the apple. John journeyed to the garden. Mary went to the office. John travelled to the bedroom. John journeyed to the office. John discarded the apple.,Where was the apple before the bedroom?,qa3,en,garden
5281,John went back to the bathroom. John went back to the bedroom. Daniel went to the office. Mary took the milk. Mary left the milk. John went to the hallway. Mary took the milk. Mary left the milk. Sandra travelled to the bedroom. Mary went to the bathroom. Sandra went to the garden. Mary moved to the kitchen. Daniel moved to the bedroom. Sandra moved to the kitchen. Sandra got the milk. Daniel grabbed the football. John journeyed to the kitchen. Sandra moved to the office. Daniel took the apple there. Daniel put down the apple. John went back to the bedroom. John travelled to the office. Daniel discarded the football. Sandra dropped the milk. Sandra got the milk. Daniel picked up the football. Daniel got the apple. Daniel dropped the football. Daniel moved to the office. Sandra put down the milk. Daniel journeyed to the garden. Daniel went to the hallway. Sandra grabbed the milk. Mary went to the bedroom. Daniel left the apple. Daniel moved to the office. Daniel travelled to the bedroom. Daniel journeyed to the garden.,Where was the apple before the garden?,qa3,en,office
5282,John went back to the bathroom. John went back to the bedroom. Daniel went to the office. Mary took the milk. Mary left the milk. John went to the hallway. Mary took the milk. Mary left the milk. Sandra travelled to the bedroom. Mary went to the bathroom. Sandra went to the garden. Mary moved to the kitchen. Daniel moved to the bedroom. Sandra moved to the kitchen. Sandra got the milk. Daniel grabbed the football. John journeyed to the kitchen. Sandra moved to the office. Daniel took the apple there. Daniel put down the apple. John went back to the bedroom. John travelled to the office. Daniel discarded the football. Sandra dropped the milk. Sandra got the milk. Daniel picked up the football. Daniel got the apple. Daniel dropped the football. Daniel moved to the office. Sandra put down the milk. Daniel journeyed to the garden. Daniel went to the hallway. Sandra grabbed the milk. Mary went to the bedroom. Daniel left the apple. Daniel moved to the office. Daniel travelled to the bedroom. Daniel journeyed to the garden. Mary took the football there. Daniel went back to the office. Sandra put down the milk. John picked up the milk there. John dropped the milk. Sandra picked up the milk. Sandra went back to the bathroom. Mary put down the football. John went to the bedroom. Sandra left the milk. John went to the kitchen. Daniel moved to the bedroom. John travelled to the office. Mary grabbed the football. Sandra got the milk. Sandra moved to the garden. Mary travelled to the hallway. Mary grabbed the apple. Mary dropped the football. Sandra travelled to the bedroom. Sandra went back to the hallway. John moved to the bathroom. John journeyed to the office. Mary grabbed the football there. Mary left the football. Mary left the apple. John went to the bedroom. John travelled to the office. Sandra dropped the milk. Mary took the milk. Sandra took the apple. Mary left the milk. Mary got the milk. John moved to the kitchen. John went to the bedroom. Mary put down the milk there. Mary picked up the football. John moved to the kitchen. Sandra journeyed to the bathroom. Mary left the football. Mary got the milk there. John went back to the bathroom. Sandra went to the kitchen. Sandra went to the bedroom. Mary got the football. Daniel journeyed to the garden. Daniel went back to the bathroom. John went back to the hallway. Daniel journeyed to the garden. Daniel journeyed to the kitchen. John moved to the bedroom. Sandra moved to the garden. Sandra travelled to the kitchen. Daniel moved to the office. Mary journeyed to the bathroom. Mary put down the milk. Sandra moved to the garden. Mary went to the office. Daniel moved to the bathroom. Daniel grabbed the milk. Daniel dropped the milk. Mary dropped the football. Mary got the football. Mary dropped the football. John went to the office. John went to the kitchen. Sandra put down the apple. Mary journeyed to the hallway.,Where was the apple before the garden?,qa3,en,kitchen
5283,Sandra took the apple there. Mary travelled to the garden. John took the milk. John discarded the milk there. Mary moved to the bathroom. Daniel travelled to the bathroom. John picked up the football. Mary went to the office. Daniel went to the office. John took the milk. Sandra discarded the apple there. John left the milk. Daniel took the milk. Sandra went to the kitchen. John left the football. Mary got the football. Sandra moved to the office. Sandra went back to the garden. Mary went back to the bathroom. John went to the kitchen. Daniel dropped the milk. Mary moved to the garden. Daniel grabbed the milk. Sandra travelled to the kitchen. Mary dropped the football. Mary took the football. Mary journeyed to the hallway. Mary discarded the football there. Mary went back to the kitchen. Sandra journeyed to the garden. Sandra moved to the hallway. John went to the bathroom. Mary journeyed to the garden. Sandra took the apple. Sandra grabbed the football. Daniel went back to the bathroom. Sandra went to the bedroom. Sandra moved to the kitchen. Daniel travelled to the hallway. Sandra moved to the hallway. John moved to the bedroom. Daniel went to the office. Sandra travelled to the bedroom. Daniel travelled to the garden. John went to the garden. Daniel journeyed to the hallway. Mary went to the bedroom. Sandra put down the apple. Sandra put down the football there. John went to the kitchen.,Where was the apple before the bedroom?,qa3,en,hallway
5284,Sandra picked up the milk. John took the apple. Mary got the football. Sandra travelled to the garden. Mary travelled to the office. John discarded the apple. Mary moved to the kitchen. John got the apple there. John left the apple. Sandra journeyed to the hallway. John picked up the apple. Sandra dropped the milk there. Sandra journeyed to the kitchen. Daniel journeyed to the kitchen. John went to the hallway. Mary moved to the hallway.,Where was the milk before the hallway?,qa3,en,garden
5285,Daniel journeyed to the office. John moved to the garden. Daniel travelled to the hallway. Mary went back to the bedroom. Mary journeyed to the office. Sandra travelled to the bedroom. Mary travelled to the kitchen. Mary took the football. Mary left the football. Mary journeyed to the bedroom. John journeyed to the kitchen. Mary went back to the garden. Mary journeyed to the bedroom. John travelled to the bathroom. Mary travelled to the garden. John grabbed the milk. John travelled to the bedroom. Mary journeyed to the kitchen. Mary travelled to the bathroom. Daniel went back to the bedroom. Daniel went back to the office. John moved to the hallway. Daniel went to the kitchen. Daniel grabbed the football there. Daniel grabbed the apple. John put down the milk. Sandra journeyed to the hallway. Sandra journeyed to the office. Daniel went back to the office. John journeyed to the garden. John travelled to the kitchen. Daniel left the football. Daniel put down the apple there. Sandra grabbed the football. Mary travelled to the office. Sandra put down the football. Mary picked up the football there. Daniel went back to the hallway. Sandra travelled to the kitchen. Daniel travelled to the office. Mary grabbed the apple. Daniel went to the bedroom. Sandra went back to the bedroom. Mary moved to the bathroom. Daniel journeyed to the garden. Daniel travelled to the bedroom. Mary put down the football there. John went to the office. Daniel went to the kitchen. Mary discarded the apple there. Daniel went back to the hallway. Sandra went back to the bathroom. Mary went to the office. Mary went back to the bedroom. John went to the hallway. Sandra went to the garden. John moved to the office. Daniel got the milk. John moved to the bedroom. Mary went to the hallway. Mary journeyed to the garden. Mary travelled to the kitchen. Sandra journeyed to the kitchen. Sandra journeyed to the office. Daniel moved to the kitchen. John travelled to the bathroom. John took the football. John journeyed to the hallway. John put down the football. Sandra went back to the bedroom. Daniel travelled to the bedroom. John took the football. Daniel went back to the hallway. John dropped the football there. John grabbed the football. Mary journeyed to the hallway. Mary travelled to the bedroom. John went back to the bathroom. Daniel went to the kitchen. John took the apple. John travelled to the hallway. Daniel journeyed to the bedroom. John discarded the football there. John took the football. Mary went back to the garden. John left the football. John picked up the football. Daniel left the milk.,Where was the milk before the bedroom?,qa3,en,kitchen
5286,Mary went back to the office. Mary went back to the bathroom. Mary went back to the hallway. Mary went back to the bedroom. Mary journeyed to the kitchen. Daniel moved to the bedroom. Mary picked up the football. Daniel travelled to the hallway. Daniel journeyed to the bedroom. Sandra travelled to the hallway. Mary moved to the garden. Mary put down the football there. Mary travelled to the kitchen. Daniel moved to the hallway. Sandra moved to the garden. Mary went to the bathroom. Mary picked up the apple. Mary moved to the garden. Sandra picked up the football. Daniel went back to the office. Sandra left the football. Mary put down the apple. John journeyed to the bathroom. John grabbed the milk. Daniel travelled to the kitchen. Sandra got the apple there. Mary moved to the office. Sandra journeyed to the hallway. Sandra left the apple. Sandra moved to the bathroom. Sandra went to the kitchen. Sandra went to the hallway. Sandra took the apple. Mary went back to the hallway. Sandra travelled to the garden. Sandra dropped the apple. Mary journeyed to the bathroom. Mary travelled to the office. Sandra travelled to the kitchen. Sandra travelled to the bedroom. Daniel journeyed to the bathroom. John went back to the office. John left the milk. Mary went back to the bathroom. John grabbed the milk. John went back to the hallway. John moved to the garden. Sandra went to the bathroom. Sandra moved to the hallway. John grabbed the football there. Daniel travelled to the kitchen. John put down the football there. Mary travelled to the garden. Mary got the football. Daniel went to the garden. Daniel travelled to the kitchen. John discarded the milk. John got the apple there. John picked up the milk. John dropped the apple. John picked up the apple. Mary travelled to the kitchen. Mary went back to the office. John journeyed to the hallway. John discarded the milk. Mary went to the bathroom. Mary moved to the hallway. Sandra went to the bedroom. Sandra went to the bathroom. Mary dropped the football there.,Where was the football before the office?,qa3,en,kitchen
5287,Sandra moved to the hallway. Daniel journeyed to the bedroom. John went to the bathroom. Mary grabbed the apple. John moved to the kitchen. Mary went to the office. John went back to the bathroom. John picked up the football there. Mary left the apple. Mary grabbed the apple. John dropped the football. Sandra travelled to the kitchen. Mary went to the kitchen. Sandra grabbed the milk. John journeyed to the kitchen. Sandra went to the hallway. John moved to the garden. Sandra went to the office. Sandra went back to the bathroom. Mary moved to the bedroom. Mary went to the garden. John moved to the kitchen. Sandra grabbed the football there. Sandra dropped the football. Sandra discarded the milk there. Sandra went back to the hallway.,Where was the milk before the bathroom?,qa3,en,office
5288,Mary went to the office. Mary went to the kitchen. Sandra travelled to the hallway. John took the football. Mary grabbed the milk there. Mary left the milk. John grabbed the milk. Daniel went to the bedroom. Daniel went back to the kitchen. Sandra travelled to the bedroom. John dropped the football. Mary went to the hallway. John discarded the milk. Daniel went back to the bathroom. Sandra moved to the kitchen. Sandra took the football. John picked up the milk. John put down the milk. Mary moved to the office. Daniel travelled to the bedroom. John picked up the milk. John dropped the milk there. Sandra put down the football. Daniel moved to the bathroom. John grabbed the football. Mary travelled to the bathroom. John went to the bathroom. Daniel travelled to the bedroom. Daniel took the apple there. Sandra travelled to the hallway. John moved to the hallway. Mary journeyed to the bedroom. Daniel dropped the apple. Daniel travelled to the garden. Mary got the apple. John put down the football. John took the football. John moved to the bathroom. Mary left the apple. John left the football. Sandra went back to the bedroom. Mary took the apple there. John got the football. Sandra travelled to the hallway. John journeyed to the garden. Sandra went back to the kitchen. Daniel journeyed to the kitchen. John dropped the football. Mary travelled to the garden. Daniel got the milk. Mary took the football. Mary left the football. John grabbed the football. Daniel went to the bedroom. Daniel dropped the milk there. Daniel went to the office. Mary dropped the apple. John travelled to the bathroom. John moved to the garden. John took the apple. Daniel moved to the hallway. John left the apple. Sandra moved to the office. Mary travelled to the bathroom. John grabbed the apple. Mary journeyed to the hallway. Daniel went back to the garden. Daniel moved to the kitchen. Sandra went to the kitchen. John went back to the bedroom. John got the milk. Sandra moved to the bedroom. Daniel went to the bedroom. Daniel went back to the kitchen. Sandra went to the garden. Daniel went to the garden. Sandra went to the bathroom. Sandra moved to the office. John dropped the apple. Daniel journeyed to the kitchen. Mary went back to the office. John left the football there. John went to the garden. Daniel went to the office. John discarded the milk. John journeyed to the bathroom.,Where was the football before the garden?,qa3,en,bathroom
5289,Daniel journeyed to the office. Sandra travelled to the bedroom. Daniel grabbed the football. Daniel discarded the football. Daniel grabbed the football. Daniel went back to the bathroom. Daniel discarded the football. John went to the hallway. Sandra travelled to the garden. Mary got the football there. John travelled to the kitchen. Sandra moved to the bedroom. Daniel went back to the bedroom. John took the apple. Daniel moved to the bathroom. Sandra journeyed to the bathroom. Mary went to the bedroom. Mary journeyed to the hallway. John picked up the milk. John went back to the garden. Mary dropped the football. Mary grabbed the football. Mary dropped the football. John moved to the hallway. John put down the milk. John left the apple. Mary got the apple. John picked up the milk. John moved to the office. John put down the milk. Daniel journeyed to the garden. John grabbed the milk there. Mary dropped the apple. John travelled to the hallway. Mary went back to the office. Sandra went back to the office. John went back to the bathroom. Daniel travelled to the bedroom. John went to the hallway. John grabbed the apple. John dropped the apple. Daniel journeyed to the kitchen. John left the milk. Sandra went to the garden. Daniel moved to the hallway. Daniel grabbed the apple. John grabbed the football. Daniel picked up the milk. John left the football there. Mary journeyed to the kitchen. Daniel went back to the bedroom. Sandra moved to the bedroom. John got the football. Mary journeyed to the garden. Mary went back to the bathroom. Daniel discarded the milk. Sandra picked up the milk. John went back to the office. Daniel dropped the apple. Sandra grabbed the apple. Daniel journeyed to the office. Mary travelled to the garden. John left the football. Sandra went to the garden. Sandra journeyed to the kitchen. John grabbed the football. Mary moved to the bathroom. Mary journeyed to the garden. Sandra journeyed to the garden. John journeyed to the hallway. John moved to the garden. Sandra travelled to the kitchen. Sandra went back to the office. John went to the kitchen. Sandra left the milk there. Daniel journeyed to the hallway.,Where was the milk before the kitchen?,qa3,en,garden
5290,Mary went back to the bedroom. John took the football. John travelled to the hallway. Mary went to the kitchen. Sandra went back to the hallway. John put down the football. Daniel travelled to the bedroom. Mary went to the bedroom. John took the milk. Daniel moved to the bathroom. Sandra took the football. Daniel went to the kitchen. Sandra travelled to the kitchen. Daniel travelled to the office. John went to the bedroom. Sandra discarded the football. John put down the milk. John took the milk. John travelled to the office. Sandra went to the garden. Sandra went back to the kitchen. Daniel went back to the bedroom. John went back to the bedroom. Sandra moved to the bedroom. John dropped the milk. John went back to the kitchen. John moved to the garden. Sandra went back to the bathroom. Mary moved to the garden. Daniel took the milk. Sandra went back to the hallway. Sandra journeyed to the garden. Daniel left the milk. Mary went to the bathroom. John went back to the hallway. Sandra went to the hallway. Daniel journeyed to the office. Sandra went to the bedroom. Sandra went to the garden. Sandra went back to the kitchen. Mary journeyed to the bedroom. Daniel moved to the bathroom. Daniel journeyed to the hallway. Mary got the milk. Sandra took the apple. Mary discarded the milk. Sandra put down the apple there. Mary took the milk. Mary moved to the hallway. Mary discarded the milk there. Daniel got the milk. John travelled to the garden. Sandra travelled to the bathroom. John moved to the office. John journeyed to the hallway. John went back to the bedroom. Daniel left the milk there. Sandra journeyed to the kitchen. Mary went to the kitchen. Mary went back to the bathroom. Daniel grabbed the milk. Mary journeyed to the hallway. Daniel moved to the office. Sandra went back to the office. Daniel put down the milk there. John went back to the bathroom. Mary moved to the kitchen. Mary went back to the garden. John went back to the kitchen. Sandra travelled to the bathroom. Daniel journeyed to the bathroom. John went to the office. Daniel moved to the hallway. John took the milk there. Mary journeyed to the office. John discarded the milk. Daniel moved to the garden. Mary moved to the bedroom. Sandra moved to the office. Mary moved to the kitchen. Daniel travelled to the kitchen. John journeyed to the bathroom. Sandra took the milk. Sandra went back to the hallway. Sandra discarded the milk. Sandra travelled to the kitchen. Daniel took the apple. Sandra picked up the football. Sandra dropped the football. Sandra went to the office. Daniel discarded the apple. John moved to the kitchen. Mary journeyed to the office. Mary journeyed to the bedroom. Mary went to the kitchen. Mary picked up the football. Sandra travelled to the garden. Sandra went to the office. John took the apple. Daniel moved to the office. Mary went to the hallway. John dropped the apple. Sandra travelled to the kitchen. Sandra journeyed to the garden. John went to the bedroom. Sandra went back to the office. Mary travelled to the bathroom. Mary went back to the hallway. John went back to the bathroom. Daniel journeyed to the bathroom. John went back to the garden. Sandra went back to the hallway. John went back to the bedroom. Mary took the milk. John travelled to the garden. Sandra went to the bathroom. Mary discarded the football. Mary left the milk there. John travelled to the office. Sandra went back to the bedroom.,Where was the football before the bathroom?,qa3,en,hallway
5291,John got the apple. Mary travelled to the bedroom. Daniel picked up the milk. John discarded the apple. John grabbed the apple. John left the apple. Daniel travelled to the bedroom. Daniel travelled to the bathroom. Daniel went back to the garden. John went to the garden. Sandra got the football. Sandra put down the football. John travelled to the bathroom. Mary journeyed to the kitchen. Daniel put down the milk. John picked up the apple. John dropped the apple. Sandra went to the kitchen. Mary went back to the office. Daniel took the milk. John moved to the hallway. John took the football there. Mary went back to the hallway. John journeyed to the bedroom. Daniel dropped the milk. John put down the football. Daniel picked up the milk. John went back to the garden. Mary went back to the garden. John moved to the hallway. Mary travelled to the bedroom. Daniel journeyed to the bathroom. Daniel journeyed to the office. Daniel went to the hallway. Mary travelled to the bathroom. Daniel journeyed to the garden. Mary took the apple there. Mary went back to the office. John journeyed to the garden. Sandra journeyed to the bathroom. Mary journeyed to the kitchen. Daniel moved to the kitchen. Daniel went to the hallway. Sandra moved to the garden. Daniel dropped the milk there. Mary left the apple there. John moved to the kitchen. Daniel travelled to the bedroom.,Where was the milk before the office?,qa3,en,bathroom
5292,Daniel went to the hallway. Daniel got the football there. John went back to the garden. Mary went back to the office. John went to the bathroom. Daniel went back to the bathroom. John travelled to the office. Mary went to the bathroom. Daniel travelled to the office. Sandra went back to the bedroom. Mary travelled to the kitchen. Mary travelled to the hallway. Sandra travelled to the garden. Sandra travelled to the bedroom. Sandra journeyed to the bathroom. Sandra moved to the office. Mary moved to the bathroom. Mary travelled to the hallway. Daniel left the football. Daniel took the football. Daniel put down the football. Daniel journeyed to the hallway. John went back to the bedroom. Mary travelled to the bedroom. Mary picked up the apple. Mary travelled to the garden. Mary went back to the hallway. Mary moved to the bedroom. Sandra took the football there. Mary dropped the apple.,Where was the apple before the hallway?,qa3,en,garden
5293,Daniel went to the hallway. Daniel got the football there. John went back to the garden. Mary went back to the office. John went to the bathroom. Daniel went back to the bathroom. John travelled to the office. Mary went to the bathroom. Daniel travelled to the office. Sandra went back to the bedroom. Mary travelled to the kitchen. Mary travelled to the hallway. Sandra travelled to the garden. Sandra travelled to the bedroom. Sandra journeyed to the bathroom. Sandra moved to the office. Mary moved to the bathroom. Mary travelled to the hallway. Daniel left the football. Daniel took the football. Daniel put down the football. Daniel journeyed to the hallway. John went back to the bedroom. Mary travelled to the bedroom. Mary picked up the apple. Mary travelled to the garden. Mary went back to the hallway. Mary moved to the bedroom. Sandra took the football there. Mary dropped the apple. Mary took the apple. John went back to the bathroom. Sandra left the football. Mary put down the apple there. John went back to the kitchen. Sandra travelled to the hallway. John moved to the office. John grabbed the football. Mary travelled to the bathroom. John left the football. Daniel travelled to the kitchen. John went to the bathroom. Sandra moved to the bedroom. Sandra picked up the apple. Sandra discarded the apple. Daniel journeyed to the bathroom. Sandra picked up the apple. Sandra discarded the apple. Sandra grabbed the apple there. Sandra travelled to the garden. Sandra dropped the apple there. Daniel travelled to the bedroom. John went back to the garden. Sandra travelled to the office. John got the apple. Daniel journeyed to the hallway. Sandra moved to the bedroom. John put down the apple. John went back to the bathroom. Sandra journeyed to the bathroom. Sandra journeyed to the garden. Sandra picked up the apple. Mary journeyed to the bedroom. Sandra travelled to the office. Sandra discarded the apple. Sandra moved to the kitchen. Daniel journeyed to the bathroom. Sandra went back to the bedroom. Mary moved to the garden. John moved to the kitchen. John journeyed to the garden. Daniel travelled to the hallway. Sandra moved to the kitchen. John travelled to the bedroom. Sandra grabbed the milk. Mary journeyed to the hallway. Sandra travelled to the garden. Mary went back to the bathroom. Sandra went to the office. John moved to the garden. Sandra went back to the bathroom. Sandra journeyed to the bedroom. Sandra left the milk there. John journeyed to the office.,Where was the milk before the office?,qa3,en,garden
